Country,"Branch Name",City,"Location Type",Abbreviation
Albania,"Durres Port",DURRËS,Port,DBVP01
Albania,"Saranda Downtown",SARANDË,City,EXTC03
Albania,"Saranda Liman","Saranda Liman",Downtown,411
Albania,"Saranda Port",SARANDË,Port,EXTP02
Albania,"Shkodra Downtown",SHKODËR,City,EXTC04
Albania,"Tirana Airport",RINAS,Airport,TIAA01
Albania,"Tirana Airport","Tirana Airport",Airport,
Albania,"Tirana Airport, Tirana",Tirana,Airport,TIA
Albania,"Tirana City",Tirana,Office,TIAC
Albania,"Tirana International Airport (TIA)","Tirana International Airport (TIA)",Airport,TIA
Albania,"Tirana Office",TIRANA,Office,TIAC02
Albania,"Tiran Uluslararası Havalimanı (TIA)","Tiran Uluslararası Havalimanı (TIA)",Airport,TIA
Albania,"Vlora Port",VLORË,Port,EXTP05
"Antigua And Barbuda","St John Airport","Saint John",Airport,ANU
"Antigua And Barbuda","VC Bird International Airport (ANU)","VC Bird International Airport (ANU)",Airport,ANU
Argentina,"Bahia Blanca","Bahía Blanca",Airport,BHI
Argentina,"Bariloche Airport","San Carlos de Bariloche",Airport,BRC
Argentina,"Bariloche Downtown","San Carlos de Bariloche",Office,BRCZ
Argentina,"Bariloche Playa Bonita","San Carlos de Bariloche",Office,BRCHC
Argentina,"Buenos Aires City","Buenos Aires",Office,AEPZ
Argentina,"Buenos Aires delivery - Belgrano","Buenos Aires",BusTerminal,AEPB
Argentina,"Buenos Aires delivery - Nuñez","Buenos Aires",BusTerminal,AEPN
Argentina,"Buenos Aires delivery - Puerto Madero","Buenos Aires",BusTerminal,AEPM
Argentina,"Buenos Aires delivery - Saavedra","Buenos Aires",BusTerminal,AEPS
Argentina,"Buenos Aires Entrega a domicilio Palermo","Buenos Aires",BusTerminal,AEPP
Argentina,"Comodoro Rivadavia Airport","Comodoro Rivadavia",Airport,CRD
Argentina,"El Calafate Airport","El Calafate",Airport,FTE
Argentina,"Ezeiza Airport","Buenos Aires",Airport,EZE
Argentina,"Mendoza Airport",Mendoza,Airport,MDZ
Argentina,"Neuquen Airport",Neuquen,Airport,NQN
Argentina,"Puerto Madryn Airport","Puerto Madryn",Airport,PMY
Argentina,"Rio Gallegos Airport","Rio gallegos",Airport,RGL
Argentina,"Salta Airport",Salta,Airport,SLA
Argentina,"Salta Downtown",Salta,Office,SLAZ
Argentina,"San Juan Airport","San Juan",Airport,UAQ
Argentina,"San Martín de los Andes Airport","San Martin de los Andes",Airport,CPC
Argentina,"Trelew Airport",Trelew,Airport,REL
Argentina,"Vicente Lopez","Vicente Lopez",Office,AEPVL
Armenia,"Armenia Downtown","Armenia Downtown",,
Armenia,"Yerevan City",Yerevan,Office,EVNZ
Armenia,"Zvartnots international airport","Zvartnots international airport",Airport,
Armenia,"Zvartnots International Airport",Yerevan,Airport,EVN
Australia,"Gold Coast Airport (OOL)","Gold Coast Airport (OOL)",Airport,OOL
Australia,"Hobart Airport (HBA)","Hobart Airport (HBA)",Airport,HBA
Australia,"Launceston Airport (LST)","Launceston Airport (LST)",Airport,LST
Australia,"Melbourne Airport (MEL)","Melbourne Airport (MEL)",Airport,MEL
Australia,"Perth Airport",REDCLIFFE,Airport,PERA01
Australia,"Perth Downtown","VICTORIA PARK",Office,PERC01
Australia,"Sydney International Airport (SYD)","Sydney International Airport (SYD)",Airport,SYD
Azerbaijan,"Baku Airport",BAKU,Airport,GYDA01
Azerbaijan,"Baku Hotel",BAKI,Hotel,GYDH01
Azerbaijan,"Baku Office",BAKI,Office,GYDC01
Bahamas,"Nassau Airport (NAS)","Nassau Airport (NAS)",Airport,NAS
Bahrain,"Arad Dwtn,Bahrain",Muharraq,Downtown,ARD
Bahrain,"Bahrain Apt, Bahrain",Manama,Downtown,BHA
Bahrain,"Budaiya Dwtn,Bahrain",Budaiya,Downtown,BYD
Bahrain,"Jumeirah, Bahrain",Zallaq,Downtown,JMH
Bahrain,"Manama All Loc, Bahrain",Manama,Downtown,MLA
Bahrain,"Manama Dwtn, Bahrain",Manama,Downtown,MAD
Bahrain,"Manama Gulf Htl,Bahrain",Manama,Downtown,MGH
Bahrain,"Manama HiltonHtl, Bahrain",Manama,Downtown,MHH
Bahrain,"Manama Juffair, Bahrain",Manama,Downtown,MAJ
Bahrain,"Manama Seef, Bahrain",Manama,Downtown,MAS
Bahrain,"Riffa, Bahrain",Riffa,Downtown,RFF
Bahrain,"Riffa Dwtn,Bahrain",Riffa,Downtown,RFD
Bahrain,"Salmabad Dwtn, Bahrain",Salmabad,Downtown,SMD
Bahrain,"Sanabis Dwtn, Bahrain",Manma,Downtown,SND
Bahrain,"Sanad Dwtn, Bahrain",Sanad,Downtown,SDW
Bahrain,"South Sehla Dwtn,Bahrain",Manama,Downtown,SSD
Bahrain,"Wyndham Grand, Bahrain",Manama,Downtown,WGM
Bahrain,"Zallaq Dwtn, Bahrain",Zallaq,Downtown,ZQD
Bahrain,"Zallaq Sofitel, Bahrain",Zallaq,Downtown,ZSF
"Bosnia And Herzegovina","Banja Luka","BANJA LUKA",City,BNXC01
"Bosnia And Herzegovina","Mostar Airport",MOSTAR,Airport,OMOA01
"Bosnia And Herzegovina","Mostar Otogar","Mostar Otogar",Downtown,341
"Bosnia And Herzegovina","Sarajevo Airport",SARAJEVO,Airport,SJJA01
"Bosnia And Herzegovina","Saraybosna Uluslararası Havalimanı (SJJ)","Saraybosna Uluslararası Havalimanı (SJJ)",Airport,SJJ
"Bosnia And Herzegovina","Tuzla Airport","DUBRAVE GORNJE",Airport,TZLA01
Bulgaria,"Sofia Airport",SOFIA,Airport,SOFA01
Bulgaria,"Sofia Airport (SOF)","Sofia Airport (SOF)",Airport,SOF
Bulgaria,"Sofia Downtown",Sofia,Office,SOFZ
Bulgaria,"Sofia - Vasil Levski Airport (SOF)",Sofia,Airport,SOF
Bulgaria,"Varna Airport (VAR)","Varna Airport (VAR)",Airport,VAR
Canada,"Calgary Airport","Calgary Airport",Airport,
Canada,"Calgary City","Calgary City",,
Canada,"Montreal Airport","Montreal Airport",Airport,
Canada,"Montreal City","Montreal City",,
Canada,"Ottawa Airport","Ottawa Airport",Airport,
Canada,"Ottawa City","Ottawa City",,
Canada,"Toronto Airport",Toronto,Airport,YYZ
Canada,"Toronto Airport","Toronto Airport",Airport,
Canada,"Toronto City",Toronto,Office,YYZC
Canada,"Toronto City","Toronto City",,
Canada,"Toronto Office",TORONTO,Office,YYZC01
Canada,"Toronto Pearson Airport",TORONTO,Airport,YYZA01
Canada,"Vancouver Airport","Vancouver Airport",Airport,
Canada,"Vancouver Airport",Vancouver,Airport,YVR
Canada,"Vancouver City","Vancouver City",,
Chile,"Concepcion Airport",Concepcion,Airport,CCP
Chile,"La Serena Airport","La Serena",Airport,LSC
Chile,"La Serena City","La Serena",Office,LSCZ
Chile,"Puerto Montt Airport","Puerto Montt",Airport,PMC
Chile,"Puerto Natales Airport","Puerto Natales",Airport,PNT
Chile,"Puerto Natales City","Puerto Natales",Office,PNTZ
Chile,"Punta Arenas Airport","Punta Arenas",Airport,PUQ
Chile,"Santiago Airport",Santiago,Airport,SCL
Chile,"Santiago City","Santiago de Chile",Office,SCLZ
Chile,"Santiago City Pedro de Valdivia",Santiago,Office,SCLN
Chile,"Temuco Airport",Temuco,Airport,ZCO
Chile,"Viña del Mar City","Viña del Mar",Office,KNAZ
Croatia,"Dubrovnik Airport",MOČIĆI,Airport,DBVA01
Croatia,"DUBROVNIK APT",Ćilipi,Airport,DBV
Croatia,"Pula Airport",Pula,Airport,PUY
Croatia,"Pula Downtown",Pula,Office,PUYC
Croatia,"Rijeka Airport",OMIŠALJ,Airport,RJKA01
Croatia,"Rijeka Office",RIJEKA,Office,RJKC02
Croatia,"Split Airport","KAŠTEL ŠTAFILIĆ",Airport,SPUA01
Croatia,"SPLIT APT"," Kaštel Štafilić",Airport,STA
Croatia,"Zadar Airport","ZEMUNIK DONJI",Airport,ZADA01
Croatia,"Zadar City",ZADAR,City,ZADC01
Croatia,"Zagreb Airport","SELNICA ŠĆITARJEVSKA",Airport,ZAGA01
Croatia,"Zagreb Airport",Zagreb,Airport,ZAG
Croatia,"ZAGREB AIRPORT","Velika Gorica",Airport,ZAG
Croatia,"Zagreb Bus Station",ZAGREB,"Bus station",ZAGC01
Croatia,"ZAGREB CITY",ZAGREB,Office,ZGD
Croatia,"Zagreb Downtown",Zagreb,Office,ZAGC
Curacao,"Willemstad Curacao International Airport (CUR)","Willemstad Curacao International Airport (CUR)",Airport,CUR
Cyprus,"ANP City Limt, Cyprus","AYIA NAPA PROTARAS",Downtown,
Cyprus,"ANP Hotels, Cyprus","AYIA NAPA PROTARAS",Hotel,
Cyprus,"ANP Rental St,Cyprus","AYIA NAPA PROTARAS",Downtown,
Cyprus,"Arch. Makariou III",Larnaca,Airport,LCA
Cyprus,"Ercan Uluslararası Havalimanı (ECN)","Ercan Uluslararası Havalimanı (ECN)",Airport,ECN
Cyprus,"Germasogeia, Cyprus",LIMASSOL,Downtown,
Cyprus,"Kato Paphos, Cyprus",PAPHOS,Downtown,
Cyprus,"Kıbrıs Ercan Havalimanı","Kıbrıs Ercan Havalimanı",Airport,93
Cyprus,"Larnaca Airport",MENEOU,Airport,LCAA01
Cyprus,"Larnaca Airport, Cyprus",LARNACA,Airport,
Cyprus,"Larnaca Dromolaxia,Cyprus",LARNACA,Downtown,
Cyprus,"Larnaca Hotel, Cyprus",LARNACA,Hotel,
Cyprus,"Larnaca Marina, Cyprus",LARNACA,Downtown,
Cyprus,"Larnaca Rentl Stn, Cyprus",LARNACA,Downtown,
Cyprus,"Lemesos Downtown",LEMESOS,City,LCAC01
Cyprus,"LimasAgiosTychonas,Cyprus",LIMASSOL,Downtown,
Cyprus,"Limas City Limits, Cyprus",LARNACA,Downtown,
Cyprus,"Limassol City Lmt, Cyprus",LIMASSOL,Downtown,
Cyprus,"Limassol Hotels, Cyprus",LIMASSOL,Hotel,
Cyprus,"LimassolKalogiroi, Cyprus",LIMASSOL,Downtown,
Cyprus,"Limassol Moni, Cyprus",LIMASSOL,Downtown,
Cyprus,"Limassol Port, Cyprus",LIMASSOL,Downtown,
Cyprus,"Nicosia Aglantzia, Cyprus",NICOSIA,Downtown,
Cyprus,"Nicosia City Lmt, Cyprus",NICOSIA,Downtown,
Cyprus,"Nicosia Hotels, Cyprus",NICOSIA,Hotel,
Cyprus,"Paphos Airport",AKHELIA,Airport,PFOA01
Cyprus,"Paphos Airport, Cyprus",PAPHOS,Airport,
Cyprus,"Paphos City Limits,Cyprus",PAPHOS,Downtown,
Cyprus,"Paphos Hotels, Cyprus",PAPHOS,Hotel,
Cyprus,"Paphos Rental St, Cyprus",PAPHOS,Downtown,
Cyprus,"Paphos Timi, Cyprus",PAPHOS,Downtown,
"Dominican Republic","Las Americas International Airport","SANTO DOMINGO",Airport,SDQA01
"Dominican Republic","Santo Domingo Airport","Santo Domingo",Airport,SDQ
Egypt,"CAIRO AIRPORT",Cairo,Airport,CAI
Egypt,"Cairo International Airport",Cairo,Airport,CAI
Egypt,"Cairo International Airport",Cairo,Airport,CAI
Egypt,"HURGHADA AIRPORT",Hurgada,Airport,HRG
Egypt,"Hurghada international Airport",Hurghada,Airport,HRG
Estonia,"Tallinn Airport",TALLINN,Airport,TLLA01
Fiji,"Nadi Airport",NADI,Airport,NANA01
Fiji,"Nadi Airport (NAN)","Nadi Airport (NAN)",Airport,NAN
Fiji,"Nadi Downtown",NADI,Office,"NANC01 "
Fiji,"Sigatoka Downtown",SIGATOKA,Office,"NANC02 "
Fiji,"Suva Airport",NASILAI,Airport,SUVA01
Fiji,"Suva Downtown",SUVA,Office,"SUVC01 "
Georgia,"Batumi Airport",BATUMI,Airport,BUS
Georgia,"Batumi Hotel",BATUMI,Hotel,BUSH01
Georgia,"Batumi International Airport",Batumi,Airport,BUS
Georgia,"Batumi International Airport (BUS)","Batumi International Airport (BUS)",Airport,BUS
Georgia,"Kutaisi Airport","ZEDA BASHI",Airport,KUT
Georgia,"Kutaisi Hotel","ZEDA BASHI",Hotel,KUTH01
Georgia,"Kutaisi International Airport",Kopitnari,Airport,KUT
Georgia,"Kutaisi International Airport (KUT)","Kutaisi International Airport (KUT)",Airport,KUT
Georgia,"Tbilisi Airport",T'BILISI,Airport,TBS
Georgia,"Tbilisi Hotel",T'BILISI,Hotel,TBSH04
Georgia,"Tbilisi International Airport",Tbilisi,Airport,TBS
Georgia,"Tbilisi International Airport","Tbilisi International Airport",Airport,
Georgia,"Tbilisi International Airport (TBS)","Tbilisi International Airport (TBS)",Airport,TBS
Georgia,"Tbilisi Office",T'BILISI,Office,TBSC01
Greece,"Aktio Airport",AKTIO,Airport,PVKA01
Greece,"Alonissos Office",PATITIRI,Office,JSIC01
Greece,"Alonissos Port",PATITIRI,Port,JSIP01
Greece,"Astypalaia Airport",ANALIPSI,Airport,JTYA01
Greece,"Astypalaia Port",ANALIPSI,Port,JTYP01
Greece,"Athens Airport",KOROPI,Airport,ATHA01
Greece,"Chania Airport",KOUNOUPIDIANA,Airport,CHQA01
Greece,"Chania Airport",Chania,Airport,CHQ
Greece,"Chios Airport",CHIOS,Airport,JKHA01
Greece,"Chios Port",CHIOS,Port,JKHP01
Greece,"Corfu Airport",KERKIRA,Airport,CFUA01
Greece,"Corfu Office",CORFU,Office,CFUC01
Greece,"Corfu Port",KERKIRA,Port,CFUP01
Greece,"Heraklion Airport","NEA ALIKARNASSOS",Airport,HERA01
Greece,"Heraklion Airport","Heraklion ",Airport,HER
Greece,"Heraklion Hotel",IRAKLIO,Hotel,HERH01
Greece,"Ioannina Airport",EXOCHI,Airport,IOAA01
Greece,"Kalamata Airport",KALAMATA,Airport,KLXA01
Greece,"Kalamata Bus Station",KALAMATA,"Bus station",KLXC01
Greece,"Kalamata Downtown",KALAMATA,City,KLXC02
Greece,"Kalamata Port",KALAMATA,Port,KLXP01
Greece,"Kala Nera","KALA NERA",City,VOLC01
Greece,"Kefalonia Apt","«ΆΝΝΑ ΠΟΛΛΆΤΟΥ»",Airport,EFLA01
Greece,"Kos Airport",ANTIMACHIA,Airport,KGSA01
Greece,"Kounoupas Office",MYKONOS,Office,JMKC01
Greece,"Lefkada Office",KALLIGONI,Office,PVKC01
Greece,"Lemnos Airport",LEMNOS,Airport,LXSA01
Greece,"Lemnos Hotel",ATSIKI,Hotel,LXSH01
Greece,"Lemnos Myrina Port",MIRINA,Port,LXSP01
Greece,"Lemnos Office",ATSIKI,Office,LXSC01
Greece,"Milos Airport",ADAMAS,Airport,MLOA01
Greece,"Milos Port Office",ADAMAS,Office,MLOC01
Greece,"Mykonos Airport",MYKONOS,Airport,JMKA01
Greece,"Mykonos Hotel",MYKONOS,Hotel,JMKH03
Greece,"Mykonos Office",Mikonos,Office,JMKC02
Greece,"Mykonos Port",TOURLOS,Port,JMKP01
Greece,"Nafplio Downtown",NAFPLIO,City,EXTC09
Greece,"Nafplio Office",NAFPLIO,Office,EXTC10
Greece,"Naxos Airport",NAXOS,Airport,JNXA01
Greece,"Naxos Airport Apollon",Naxos,Airport,JNX
Greece,"Naxos Hotel",NAXOS,Hotel,JNXH01
Greece,"Naxos Office",NAXOS,Office,JNXC01
Greece,"Naxos Port",NAXOS,Port,JNXP01
Greece,"Naxos Port",Naxos,Port,JNXP
Greece,"Paros Airport",PAROS,Airport,PASA01
Greece,"Paros Office",PAROS,Office,PASC01
Greece,"Paros Port",PAROS,Port,PASP02
Greece,"Rafina Port",ARTEMIS,Port,ATHP02
Greece,"Rethymno Hotel",RETHYMNO,Hotel,EXTH01
Greece,"Rethymno Office",RETHYMNO,Office,EXTC02
Greece,"Rhodes Airport",PARADISI,Airport,RHOA01
Greece,"Rhodes Hotel",IALISOS,Hotel,RHOH01
Greece,"Rhodes Office",IALISOS,Office,RHOC01
Greece,"Rhodes Port",RHODES,Port,RHOP01
Greece,"Samos Airport",PYTHAGOREIO,Airport,SMIA01
Greece,"Santorini Airport",SANTORINI,Airport,JTRA01
Greece,"Syros Airport",MANNA,Airport,JSYA01
Greece,"Syros Hotel","MEGAS GIALOS",Hotel,JSYH01
Greece,"Syros Office","MEGAS GIALOS",Office,JSYC01
Greece,"Syros Port",ERMOUPOLI,Port,JSYP01
Greece,"Thassos Golden Beach",THASOS,City,EXTC06
Greece,"Thassos Office","LIMENAS THASSOS",Office,EXTC07
Greece,"Thassos Prinos Port","LIMENAS THASSOS",Port,EXTP03
Greece,"Thassos Town Port",THASSOS,Port,EXTP04
Greece,"Thessaloniki Airport",THERMI,Airport,SKGA01
Greece,"Volos Airport",VOLOS,Airport,VOLA01
Greece,"Zakynthos Airport",ZAKYNTHOS,Airport,ZTHA01
Guatemala,"Guatemala Airport","Guatemala City",Airport,GUA
Guatemala,"Guatemala Downtown","Guatemala City",Office,GUAC
Hungary,"Budapest Airport",VECSÉS,Airport,BUDA01
Iceland,"Keflavik Airport",NJARDHVIKUR,Airport,KEFA01
Iceland,"Keflavik International Airport","Keflavik International Airport",Airport,
Indonesia,"Bali International Airport","Denpasar-Bali Island",Airport,DPS
Indonesia,"Benoa Port",Benoa,Port,DPSB
Indonesia,"Padangbai Port",Padangbai,Port,DPSP
Indonesia,"Sanur Port",Sanur,Port,DPSS
Italy,"Bari Airport",BARI,Airport,BRIA01
Italy,"Bergamo Airport",BERGAMO,Airport,BGYA01
Italy,"Bologna Airport","SAN VITALE GRANDE",Airport,BLQA01
Italy,"Brindisi Airport",Brindisi,Airport,BDS
Italy,"Cagliari airport",CAGLIARI,Airport,CAGA01
Italy,Cassino,Cassino,Office,NAPCA
Italy,"Catania airport",CATANIA,Airport,CTAA01
Italy,"Firenze Airport",FIRENZE,Airport,FLRA01
Italy,"Milano Malpensa","LONATE POZZOLO",Airport,MXPA01
Italy,"Napoli Capodichino",Napoli,Airport,NAP
Italy,"Napoli capodichino airport",NAPOLI,Airport,NAPA01
Italy,"Napoli Stazione",Napoli,BusTerminal,NAPT
Italy,"Office located Romanelli Auto",Alvito,Office,ROMVC
Italy,"Olbia Airport",OLBIA,Airport,OLBA01
Italy,"Palermo Airport (PMO)","Palermo Airport (PMO)",Airport,PMO
Italy,Roma,Roma,Airport,FCO
Italy,Trapani,Trapani,Port,TPSP
Italy,"Venezia Airport",VENEZIA,Airport,VCEA01
Jamaica,"Montego Bay Airport","Montego Bay",Airport,MBJ
Japan,"Narita Airport",SHIBAYAMA,Airport,NRTA01
Japan,"Okinawa Airport",TOMIGUSUKU,Airport,OKAA01
Japan,"Okinawa Akamine Monorail station",NAHA,"Railway station",OKAX01
Jordan,"Al Najmeh Complex, Airport Rd",Amman,Downtown,
Jordan,"Amman Airport",Amman,Airport,AMM
Jordan,"Amman Airport",AMMAN,Airport,AMM
Jordan,"Amman Office",AMMAN,Office,AMMC01
Jordan,"Amman - Sweifieh - Park Plaza",Amman,Downtown,
Jordan,"Days inn Hotel",Amman,Hotel,
Jordan,"King Abdullah Gardens",Amman,Downtown,
Jordan,"King Abdullah Gardens",Amman,Downtown,
Jordan,"King Hussein Bridge",Amman,Border,
Jordan,"King Hussein International Airport",Amman,Airport,AQJ
Jordan,"Queen Alia Airport (AMM)","Queen Alia Airport (AMM)",Airport,AMM
Jordan,"Queen Alia International Airport",Amman,Airport,AMM
Jordan,"Queen Alia International Airport","Queen Alia International Airport",Airport,AMM
Jordan,"Queen Alia International Airport",Amman,Airport,AMM
Jordan,"Queen Alia International Airport",Amman,Airport,AMM
Jordan,"Queen Alia International Airport",Amman,Airport,AMM
Jordan,"Queen Alia International Airport",Amman,Airport,AMM
Jordan,"Queen Alia International Airport",Amman,Airport,AMM
Jordan,"Queen Alia International Airport",Amman,Airport,AMM
